ID,PTM_count,Phosphorylation_MSD,Glycosylation_MSD,Ubiquitination_MSD,SUMOylation_MSD,Acetyllysine_MSD,Palmitoylation_MSD,Hydroxylation_MSD,Methylation_MSD,Pyrrolidone_carboxylic_acid_MSD
P60368,28,0,1,0,0,0,1,1,0,0
P43629,15,1,1,0,0,0,1,0,1,0
Q6P1M3,14,1,1,0,1,0,0,1,0,0
O14910,4,1,1,0,0,0,0,0,0,0
Q6ZMV7,16,1,1,0,1,0,0,0,1,0
P31025,8,1,0,0,0,1,0,0,0,0
P48163,2,1,1,0,0,0,0,0,0,0
O60942,12,1,1,0,0,1,0,1,1,0
A0A075B6I0,2,0,0,0,0,0,0,0,1,1
Q8IW41,12,1,1,0,1,0,0,0,0,0
Q5TCX8,43,1,1,0,0,0,0,0,1,1
Q86YJ5,9,1,1,0,0,0,0,0,1,1
Q8NFP4,22,1,1,0,0,0,0,0,0,1
Q7KZI7,35,1,1,0,0,1,0,0,1,0
Q68D85,14,1,1,0,1,0,1,0,0,0
Q9NXC5,10,1,1,0,0,0,0,0,1,0
Q96PC5,35,1,1,0,1,0,0,0,1,0
Q96MC6,4,0,1,0,0,0,0,0,1,1
Q09327,10,1,1,0,0,0,0,0,1,1
Q86XE3,9,1,1,0,1,0,0,0,1,0
Q9Y605,1,0,1,0,0,0,0,0,0,0
Q96H12,4,1,0,0,1,0,0,0,0,0
O95563,1,0,1,0,0,0,0,0,0,0
P49006,18,1,1,0,1,0,0,0,0,0
Q14149,22,1,1,0,1,0,0,0,1,1
Q9NV56,7,1,1,0,0,0,0,0,0,0
Q8TDS7,7,1,1,0,0,0,0,0,0,1
Q8N5Y2,22,1,1,0,1,1,0,0,0,0
O96033,1,0,0,0,0,0,1,0,0,0
Q8NCK7,8,1,0,0,0,0,0,1,1,0
Q99551,5,1,1,0,0,0,0,0,0,0
B1AL46,25,1,1,0,0,1,0,0,1,1
Q8NGS3,3,1,1,0,0,0,0,0,0,1
P03886,1,0,1,0,0,0,0,0,0,0
O95006,1,0,1,0,0,0,0,0,0,0
A6NHN0,17,1,1,0,1,0,0,1,1,0
Q8WV22,1,0,1,0,0,0,0,0,0,0
Q96R09,1,0,1,0,0,0,0,0,0,0
Q8NGA0,2,0,1,0,0,0,0,0,0,0
Q8NH18,3,0,1,0,0,0,1,0,0,1
Q8NGK1,4,0,1,0,0,1,1,0,0,1
Q8NH55,3,1,1,0,0,0,0,0,0,0
Q8NGZ0,6,0,1,0,0,0,1,0,0,1
Q8NGR1,2,0,1,0,0,0,0,0,1,0
Q96SU4,8,1,1,0,0,0,0,0,0,0
Q8WWB5,2,0,1,0,1,0,0,0,0,0
Q9NRD5,6,1,1,0,1,0,1,0,0,0
P50542,14,1,1,0,0,1,0,0,0,1
O14494,3,0,1,0,0,0,0,0,0,0
P55058,10,1,1,0,1,0,0,0,0,1
Q9UIG5,3,1,0,0,0,0,1,0,0,0
P23469,13,1,1,0,1,0,0,0,0,1
O95456,7,1,0,0,0,1,1,0,0,1
Q9Y3U8,3,0,1,0,0,1,0,0,1,0
Q969G2,11,1,1,0,0,0,0,1,0,0
A8MVA2,25,0,1,0,0,0,1,1,0,0
P58180,1,0,1,0,0,0,0,0,0,0
Q8NGP3,1,0,1,0,0,0,0,0,0,0
P0DN80,1,0,1,0,0,0,0,0,0,0
Q99623,11,1,1,0,0,1,0,0,1,1
O43688,2,0,1,0,1,0,0,0,0,0
P63132,16,1,1,0,1,0,1,1,1,0
Q9Y3C6,4,1,1,0,0,0,0,0,1,0
P20264,20,1,1,0,0,0,0,1,0,0
O00764,3,1,1,0,0,0,0,0,0,0
P11086,2,1,1,0,0,0,0,0,0,0
Q9P212,62,1,1,0,1,0,1,0,0,0
Q8NI37,5,1,0,0,0,0,1,0,1,0
Q00889,8,0,1,0,0,0,0,0,0,1
O95997,7,1,0,0,0,0,0,0,0,0
Q13332,35,1,1,0,1,0,0,0,1,0
P0DJH9,3,1,1,0,1,0,0,0,0,0
Q9HBD1,28,1,1,0,1,0,0,0,0,1
Q9UL26,5,0,0,0,0,0,1,1,0,0
Q9H2T7,10,1,1,0,0,1,0,0,0,0
Q6IQ22,8,1,0,0,0,0,1,1,1,0
P61019,3,0,1,0,1,0,0,0,0,0
Q7Z6E9,77,1,1,0,1,0,1,1,1,0
Q9NS91,17,1,1,0,0,1,0,0,1,0
P61006,5,1,1,0,1,0,0,0,0,0
Q68EM7,40,1,1,0,1,0,0,1,1,0
Q9NWB1,11,0,1,0,0,0,1,1,1,0
Q6PCD5,12,1,1,0,1,0,0,0,1,0
P35250,7,1,1,0,0,1,1,0,0,0
P50120,2,1,1,0,0,0,0,0,0,0
Q9BZI7,18,1,1,0,1,0,0,0,1,1
Q9H920,4,1,0,0,1,0,0,0,0,1
Q9Y508,5,1,0,0,0,1,0,0,0,1
Q96MT1,7,1,1,0,1,0,0,0,1,0
P36578,15,1,1,1,1,1,1,0,1,0
P12271,3,1,0,0,1,0,0,0,0,0
Q68DV7,16,1,1,0,1,0,1,0,1,0
P47736,19,1,1,0,1,0,0,0,0,0
P14678,38,1,1,0,0,0,0,1,1,1
P62081,2,0,1,0,0,1,0,0,0,0
P82650,5,1,0,0,1,1,0,0,0,0
Q8N4F4,5,0,1,0,1,0,0,0,0,0
Q8TBP6,3,1,1,0,0,0,0,0,0,0
O95156,7,1,1,0,0,0,0,0,0,0
Q8N146,2,0,1,0,0,0,0,0,0,0
Q9UKK6,2,0,0,0,1,0,0,0,1,0
P0C628,1,0,1,0,0,0,0,0,0,0
Q8NGK0,3,0,1,0,1,0,1,0,0,0
Q6ZVC0,41,1,1,0,0,0,0,1,1,0
Q96R47,2,1,1,0,0,0,0,0,0,0
Q8NH73,2,0,1,0,0,0,0,0,1,0
Q9ULC6,6,1,1,0,1,0,0,0,1,0
Q9Y5G2,13,1,1,0,1,0,0,0,1,1
P0DN26,10,1,1,1,0,1,0,0,0,0
Q4G0U5,12,1,1,0,1,0,0,0,1,0
O95263,20,1,1,0,1,0,1,0,0,1
P51160,7,1,1,0,0,1,0,0,0,0
Q9NPG4,17,1,1,0,0,0,0,0,1,1
Q9Y5E2,9,1,1,0,1,0,1,0,0,0
O15350,15,1,1,0,1,0,0,0,1,1
Q15120,7,1,1,0,0,0,0,0,0,0
P23219,9,1,1,0,1,0,0,0,0,0
Q9UKK3,29,1,1,0,1,1,1,0,1,0
Q86V59,16,1,1,0,1,0,0,0,1,0
O43316,11,1,1,0,1,0,0,0,0,0
Q8N4L2,5,1,1,0,0,0,0,0,0,0
Q15124,12,1,1,0,0,1,0,0,1,1
Q8N414,9,1,1,0,0,0,0,0,1,0
P15309,4,1,1,0,0,0,0,0,0,0
Q9P1A2,6,1,1,0,0,0,0,0,0,0
Q13401,2,1,1,0,0,0,0,0,0,0
Q96BZ4,15,1,1,0,0,0,0,0,1,1
P40967,19,1,1,0,0,0,0,0,0,1
O15297,25,1,1,0,0,0,0,1,0,0
P26678,4,1,0,0,0,0,1,0,1,0
P13796,14,1,1,0,1,1,0,0,0,0
O14818,5,1,1,0,0,1,0,0,1,0
P27918,8,1,1,0,0,0,0,1,0,0
Q8N8Z3,12,1,1,0,0,0,0,0,1,0
Q13046,8,0,1,0,0,0,0,0,0,1
Q15262,23,1,1,0,1,0,0,0,0,1
A8MTL3,19,1,0,0,0,0,1,0,1,0
Q6NUJ5,19,1,1,0,0,0,0,0,0,0
P01116,4,0,1,1,0,1,1,0,0,0
P48304,4,0,1,0,0,0,1,0,0,1
Q69383,2,0,1,0,1,0,0,0,0,0
P04090,8,1,0,0,0,0,1,0,0,1
Q5U651,30,1,1,0,0,0,0,1,1,1
Q15291,16,1,1,0,1,0,0,0,0,1
Q9NYW8,8,1,1,0,1,0,0,0,0,0
P0C0E4,11,1,1,0,0,0,1,1,0,1
Q13123,11,1,1,0,0,1,0,0,0,1
Q7Z6P3,36,1,1,0,0,0,1,1,1,1
Q53QZ3,13,1,1,0,0,0,0,0,0,0
Q96IC2,7,1,1,0,1,0,1,0,0,1
O14827,30,1,1,0,1,0,0,0,0,0
Q9H0H5,20,1,1,0,1,0,0,0,1,1
Q5W5W9,6,1,1,0,1,0,1,1,0,0
P10745,14,1,1,0,1,0,0,0,0,1
P52758,1,1,0,0,0,0,0,0,0,0
Q96L33,5,1,1,0,0,0,1,0,0,0
Q96EL3,5,1,1,1,0,1,0,1,0,0
O15514,3,1,1,0,0,0,0,0,0,0
Q8NGI6,2,0,1,0,0,0,0,0,0,1
Q8NGP0,3,0,1,0,0,0,1,0,0,0
Q8NGV6,3,0,1,0,0,1,1,0,0,0
P48739,7,1,1,0,1,1,0,0,0,0
O00264,7,1,1,0,1,0,0,0,0,0
Q5SV97,39,1,1,0,1,0,0,1,0,1
O15428,2,0,1,0,0,0,0,0,1,0
Q6NUP7,13,1,1,0,1,0,0,1,1,0
Q6XQN6,7,1,0,0,0,0,0,0,1,0
Q9H792,68,1,1,0,1,0,1,0,1,0
Q8N7P1,15,1,1,0,0,1,0,0,0,0
Q5VZY2,5,1,1,0,1,0,0,0,0,1
Q9Y244,4,1,1,0,1,0,0,0,0,0
Q9P0L9,17,1,1,0,1,0,0,0,0,1
Q0VAA5,7,1,1,0,0,0,0,0,0,0
Q86YW0,4,1,1,0,0,0,0,0,0,0
Q9NRZ7,1,1,0,0,0,0,0,0,0,0
Q3B8N5,14,1,1,0,1,0,0,0,0,0
Q8N271,22,1,1,0,1,0,1,0,0,1
P21108,5,1,1,0,0,0,0,1,0,0
P28072,2,0,1,0,0,0,0,0,1,0
Q9BRX5,2,1,0,0,0,0,0,0,0,0
O00232,10,1,1,0,1,1,0,0,0,0
Q9Y3L5,4,0,1,0,0,0,1,0,1,0
Q6UW15,2,1,0,0,0,0,0,0,0,1
A0A1B0GV85,13,1,1,0,0,0,0,0,0,0
Q9P260,34,1,1,0,1,0,0,1,0,0
Q7Z6M1,11,1,1,0,0,0,0,0,1,1
Q14964,1,1,0,0,0,0,0,0,0,0
Q6ZRY4,4,0,1,0,0,0,0,0,0,0
P20339,5,1,0,0,1,0,0,1,1,0
O14559,59,1,1,0,1,0,0,1,1,0
A6NI28,28,1,1,0,1,0,0,0,0,0
Q96EV2,34,1,1,0,1,0,0,1,1,0
O14924,48,1,1,0,1,0,0,0,1,0
O94955,7,1,1,0,1,0,1,0,0,1
Q92963,3,1,1,0,0,0,0,0,0,0
Q96L21,8,1,0,1,0,1,1,1,1,0
Q96DV4,5,1,0,0,0,0,1,0,0,0
Q7L0R7,21,1,1,0,0,0,0,1,1,0
Q969K3,15,1,1,0,0,0,1,0,1,0
Q96GF1,8,1,1,0,0,0,0,0,1,0
Q96T23,81,1,1,0,1,0,0,1,1,0
Q9NPB1,4,1,0,0,0,0,1,0,1,0
Q9NZP2,2,0,1,0,0,0,0,0,0,0
Q8NGR9,3,1,1,0,0,0,0,0,0,0
Q8NGL3,2,0,1,0,0,0,0,0,0,0
P47883,2,1,1,0,0,0,0,0,0,0
Q9P121,11,1,1,0,1,0,1,0,0,0
Q13492,9,1,1,0,0,0,0,0,1,0
P78356,14,1,1,0,0,1,0,0,0,0
Q8TCD6,1,0,1,0,0,0,0,0,0,0
Q9BSJ6,15,1,0,0,0,0,0,0,1,0
Q5SRE7,4,1,1,0,0,0,1,0,0,0
E7EU14,1,1,0,0,0,0,0,0,0,0
O60486,39,1,1,0,1,1,0,0,1,0
P16112,32,1,1,0,1,0,0,1,0,0
P30086,4,1,1,0,0,0,0,0,0,0
Q8IXQ8,11,1,1,0,1,0,0,0,0,1
O15031,24,1,1,0,1,0,0,0,1,0
O95744,5,1,1,0,0,1,0,0,0,0
Q8TCS8,17,1,1,0,1,1,1,0,0,0
Q9UG56,6,1,1,0,0,0,0,0,0,1
Q8NG27,37,1,1,0,1,0,0,0,1,0
Q6MZQ0,11,1,1,0,1,0,0,0,1,0
Q15147,15,1,1,0,1,1,0,0,0,1
Q86WR7,32,1,1,0,0,0,0,0,1,0
Q6ZRP0,12,1,0,0,0,0,1,1,1,0
O75360,8,1,0,0,0,0,0,0,1,1
B1ATL7,9,1,1,0,0,0,1,1,1,0
P79522,10,1,1,0,0,0,0,0,1,0
O60828,5,1,0,0,1,0,0,0,0,0
Q9NQV6,13,1,1,0,1,0,1,0,0,0
Q5VV67,59,1,1,0,1,0,0,1,1,1
P57071,30,1,1,0,1,0,0,1,1,0
Q9NYI0,30,1,1,0,1,0,0,0,0,0
P22234,8,1,1,0,1,1,0,0,0,0
Q96A99,10,1,1,0,0,0,1,0,0,1
Q06323,3,0,1,0,1,0,0,0,0,0
A0A096LP55,4,1,0,0,0,1,0,0,0,0
Q14644,9,1,1,0,0,0,0,1,0,0
O14807,3,0,1,0,0,0,0,0,0,0
Q15415,14,1,1,0,1,0,0,1,1,0
P04808,10,1,1,0,0,0,1,0,0,1
P61574,2,0,1,0,1,0,0,0,0,0
Q96S59,42,1,1,0,0,0,0,1,0,1
Q9NX57,4,1,1,0,0,0,0,1,0,0
Q9UNA1,15,1,1,0,0,0,0,0,0,0
O75677,9,1,1,0,0,0,1,0,1,0
P49796,35,1,1,0,1,0,1,0,1,0
Q9UFD9,45,1,1,0,1,1,0,1,1,1
Q8NFH8,27,1,1,0,1,0,0,1,1,0
Q9BYD3,6,1,1,0,0,0,0,0,1,0
O75792,5,1,1,0,0,0,0,0,0,0
Q6ZMZ0,24,1,1,0,1,0,0,1,1,0
P07998,4,1,1,0,0,0,0,0,0,0
Q86VF7,29,1,1,0,0,0,1,1,1,0
Q8NGN1,1,0,1,0,0,0,0,0,0,0
Q9GZY6,13,1,1,0,0,0,1,0,0,0
Q8NH64,4,0,1,0,1,0,1,0,0,0
A6NHA9,1,0,1,0,0,0,0,0,0,0
Q9H255,3,0,1,0,0,0,1,0,0,0
P78380,8,1,1,0,0,0,1,0,0,0
Q9H341,1,0,1,0,0,0,0,0,0,0
Q8IWE2,9,1,1,0,0,0,0,0,0,0
Q86UW2,3,0,1,0,0,0,0,0,0,0
Q8NGF3,1,0,0,0,0,0,0,0,0,1
Q8N2R0,7,1,1,0,0,0,0,0,0,0
P56373,13,1,1,0,0,1,1,0,0,0
Q8NGI3,1,0,1,0,0,0,0,0,0,0
Q8TCB6,4,0,1,0,0,0,0,0,1,1
A6NIJ9,2,0,1,0,0,0,0,0,0,0
P02818,3,0,0,0,0,0,1,1,0,1
A6ND48,2,0,1,0,0,0,0,0,0,1
Q9HBE1,15,1,1,0,0,0,0,0,1,0
Q92535,1,0,0,0,0,0,0,0,0,1
Q8N6C7,2,1,0,0,0,0,1,0,0,0
Q02962,12,1,1,0,1,0,1,0,1,1
Q9Y6X2,13,1,1,0,1,0,0,0,0,0
Q14863,11,1,1,0,1,0,0,0,0,0
Q6P3X8,10,1,1,0,0,0,0,0,1,1
P20618,7,1,1,0,0,1,0,0,1,0
P60673,1,0,1,0,0,0,0,0,0,0
Q99946,7,0,1,0,0,0,0,1,1,1
Q16849,22,1,1,0,1,1,1,0,0,1
P10586,29,1,1,0,0,0,0,0,1,1
Q15008,1,1,0,0,0,0,0,0,0,0
P11217,15,1,1,0,1,0,0,0,0,0
P06737,13,1,1,0,1,0,0,0,1,0
A1KZ92,25,1,1,0,1,0,0,1,1,0
P18754,8,1,1,0,0,0,0,0,1,0
Q15293,5,1,1,0,0,0,0,0,0,0
Q15382,2,0,1,0,0,0,0,0,1,0
O14966,6,1,1,0,0,0,1,0,0,0
Q15771,4,1,1,0,0,0,1,0,0,0
Q17R89,24,1,1,0,0,0,0,0,1,1
P51149,3,1,0,0,1,0,0,0,0,0
Q5JT25,5,1,1,0,0,0,0,0,0,1
P0DJD1,66,1,1,0,1,1,0,0,1,0
Q6ZWI9,1,1,0,0,0,0,0,0,0,0
Q5UIP0,103,1,1,0,1,0,0,0,1,0
P26373,10,1,1,0,0,1,0,0,1,0
P61353,4,0,0,0,1,1,0,0,1,0
Q9Y535,3,1,1,0,0,0,0,0,0,0
Q9UHV5,10,1,1,0,0,0,0,1,0,0
A6NCQ9,5,1,0,0,0,0,1,0,0,0
P32242,6,1,1,0,0,0,0,1,0,0
Q15620,1,0,1,0,0,0,0,0,0,0
O00628,4,1,1,0,0,0,1,0,0,0
Q6UXB8,14,1,1,0,0,0,0,1,0,0
Q96RG2,16,1,1,0,1,0,0,0,0,0
Q9NQ66,31,1,1,1,1,1,0,0,0,1
Q99633,3,1,1,0,0,0,0,0,0,1
Q92786,27,1,1,0,1,0,0,0,1,0
Q86XR5,16,1,1,0,0,0,1,1,0,0
Q96QR8,13,1,0,0,1,1,0,0,1,0
P06401,26,1,1,1,1,1,0,1,1,1
O15067,17,1,1,0,0,0,0,0,1,0
Q14914,5,1,1,0,0,1,0,0,1,0
Q9UMZ3,59,1,1,0,1,0,0,0,1,1
P35236,9,1,1,0,0,0,0,0,0,0
P01270,3,1,0,0,0,0,0,0,0,0
Q6ISU1,9,1,1,0,0,0,1,0,0,0
Q3MIT2,11,1,1,0,1,0,0,0,0,0
Q2TAK8,20,1,1,0,0,1,0,1,1,0
Q9H6Z4,36,1,1,0,1,1,0,0,0,0
P60763,5,1,1,0,0,0,0,1,1,1
Q9NRW1,7,1,1,0,1,0,1,1,0,1
Q9GZR2,12,1,1,0,1,0,0,0,1,0
Q6ZVN8,13,1,1,0,0,0,1,0,1,1
Q7Z5H3,28,1,0,0,0,0,0,0,1,1
P41220,7,1,1,0,1,0,1,0,0,0
P48378,15,1,1,0,1,0,0,0,0,1
A6NFN3,11,0,1,0,0,0,0,1,1,1
O00212,1,0,0,0,0,0,0,0,0,1
Q6BDI9,1,0,0,0,0,0,0,0,1,0
P61586,4,1,0,0,1,0,0,0,0,0
Q6NUM9,3,0,1,0,0,0,0,0,1,0
Q9BWE0,11,1,1,0,0,1,0,1,0,1
P61254,3,1,1,0,0,0,0,0,1,0
Q9BYC8,2,0,1,0,0,0,0,0,0,0
Q9BYD6,5,1,1,0,1,0,1,0,0,0
Q15070,2,1,0,0,0,0,1,0,0,0
Q96R48,2,0,1,0,0,0,0,0,1,0
Q8NGG7,2,1,1,0,0,0,0,0,0,0
O76000,4,1,1,0,0,0,1,0,0,1
O00168,6,1,0,0,1,0,1,0,0,0
Q13670,9,1,1,0,0,0,0,0,1,0
Q96Q06,9,1,1,0,0,0,0,0,1,1
P53041,5,1,1,0,1,1,0,0,0,0
O75817,4,1,1,0,0,0,0,0,0,0
O43660,6,1,1,0,0,0,0,0,0,0
Q8NEB9,18,1,1,0,1,0,0,0,0,0
P16298,19,1,1,0,1,0,0,1,0,0
Q15435,11,1,1,0,0,0,0,0,0,0
Q99943,6,1,1,0,0,0,1,0,1,0
Q9NWT1,1,1,0,0,0,0,0,0,0,0
P81277,5,1,0,0,0,0,0,0,1,0
Q7Z5A4,8,1,1,0,0,1,1,0,0,1
Q8IV56,4,1,1,0,0,0,0,0,0,0
A8MZF0,19,1,1,0,0,0,0,1,0,0
Q99436,2,1,1,0,0,0,0,0,0,0
Q9BXM0,26,1,1,0,1,0,0,0,0,0
Q9NQV8,34,1,1,1,0,0,0,1,1,1
Q96I23,2,0,0,0,1,0,1,0,0,0
Q13635,31,1,1,1,0,0,1,1,1,0
Q13882,6,1,1,0,1,0,0,0,0,0
Q9Y272,7,1,1,0,0,0,0,0,0,0
Q92698,16,1,1,0,0,0,0,1,0,0
Q8IZ40,26,1,1,0,1,0,0,1,1,1
Q9NW64,7,1,0,0,1,1,0,1,0,0
Q13972,39,1,1,0,1,0,1,0,1,0
Q9NS28,7,1,0,0,1,0,1,0,0,0
Q9BWJ2,1,1,0,0,0,0,0,0,0,0
Q8WZ73,14,1,0,0,0,0,1,0,0,1
Q9UBD6,7,1,1,0,0,0,0,0,0,0
O43566,21,1,1,0,0,0,1,0,1,1
Q9BSD3,8,1,1,0,1,0,0,0,0,1
Q5TAB7,5,1,1,0,1,0,0,0,0,0
A6NNM3,45,1,1,0,1,1,0,1,1,1
Q8TEB7,13,1,1,0,0,0,1,1,1,0
P36954,1,0,0,0,0,0,0,1,0,0
Q9NW08,10,1,1,0,0,0,0,0,0,0
O15446,15,1,1,0,1,0,0,0,1,0
O15318,8,1,0,0,1,0,0,0,1,0
Q5GAN4,1,0,1,0,0,0,0,0,0,0
Q6ZRF8,8,1,1,0,1,0,1,0,0,0
Q9Y3C5,4,1,0,0,0,0,1,0,0,0
Q07001,8,1,1,0,0,0,0,0,0,0
Q9Y615,4,1,1,0,0,0,1,0,0,0
P41595,8,1,1,0,0,0,1,0,0,0
Q15172,9,1,1,0,0,0,0,0,0,0
P28566,7,1,1,0,0,0,1,0,0,0
Q8N9L9,3,0,1,0,0,0,0,0,0,0
P41238,4,0,1,0,0,1,0,0,0,0
O95870,5,0,1,0,0,0,1,0,1,1
Q9H7C9,4,1,1,0,0,0,0,0,1,0
Q9UBJ2,7,1,1,0,1,0,0,0,1,0
Q15758,5,1,1,0,1,0,0,0,0,0
A9YTQ3,17,1,1,0,1,0,0,1,1,0
Q5JTC6,26,1,1,0,1,1,0,0,1,0
Q9UKV5,11,1,1,0,0,0,0,0,0,1
P30838,5,1,1,0,0,1,0,1,1,0
P51857,5,1,1,0,0,1,0,0,0,1
P27338,3,0,1,0,1,1,0,0,0,0
P42568,21,1,1,0,1,0,1,0,0,0
O60488,10,1,1,0,1,1,0,0,0,0
Q9BZ11,11,1,1,0,0,0,0,1,0,1
