ENTREZ GENE ID,GENE SYMBOL,OCCURRENCES,VESICLE TYPE,UNIPROT ID
272,AMPD3,5,Exosomes/Membrane vesicles,Q01432
274,BIN1,43,Exosomes/Membrane vesicles,O00499
280,AMY2B,10,Exosomes/Membrane vesicles,P19961
292,SLC25A5,87,Exosomes/Membrane vesicles,P05141
293,SLC25A6,76,Exosomes/Membrane vesicles,P12236
328,APEX1,47,Exosomes/Membrane vesicles,P27695
334,APLP2,45,Exosomes/Membrane vesicles,Q06481
351,APP,77,Exosomes/Membrane vesicles,P05067
354,KLK3,15,Exosomes/Membrane vesicles,P07288
362,AQP5,7,Exosomes/Membrane vesicles,P55064
364,AQP7,5,Exosomes/Membrane vesicles,O14520
372,ARCN1,64,Exosomes/Membrane vesicles,P48444
395,ARHGAP6,12,Exosomes/Membrane vesicles,O43182
408,ARRB1,35,Exosomes/Membrane vesicles,P49407
410,ARSA,25,Exosomes/Membrane vesicles,P15289
411,ARSB,6,Exosomes/Membrane vesicles,P15848
443,ASPA,5,Exosomes/Membrane vesicles,P45381
475,ATOX1,15,Exosomes/Membrane vesicles,O00244
479,ATP12A,49,Exosomes/Membrane vesicles,P54707
488,ATP2A2,68,Exosomes/Membrane vesicles,P16615
501,ALDH7A1,76,Exosomes/Membrane vesicles,P49419
546,ATRX,24,Exosomes/Membrane vesicles,P46100
558,AXL,47,Exosomes/Membrane vesicles,P30530
581,BAX,45,Exosomes/Membrane vesicles,Q07812
582,BBS1,1,Exosomes/Membrane vesicles,Q8NFJ9
583,BBS2,1,Exosomes/Membrane vesicles,Q9BXC9
634,CEACAM1,50,Exosomes/Membrane vesicles,P13688
635,BHMT,40,Exosomes/Membrane vesicles,Q93088
637,BID,38,Exosomes/Membrane vesicles,P55957
667,DST,39,Exosomes/Membrane vesicles,Q03001
673,BRAF,1,Exosomes/Membrane vesicles,P15056
686,BTD,6,Exosomes/Membrane vesicles,P43251
717,C2,7,Exosomes/Membrane vesicles,P06681
731,C8A,17,Exosomes/Membrane vesicles,P07357
780,DDR1,29,Exosomes/Membrane vesicles,Q08345
811,CALR,132,Exosomes/Membrane vesicles,P27797
817,CAMK2D,63,Exosomes/Membrane vesicles,Q13557
818,CAMK2G,30,Exosomes/Membrane vesicles,Q13555
827,CAPN6,20,Exosomes/Membrane vesicles,Q9Y6Q1
828,CAPS,33,Exosomes/Membrane vesicles,Q13938
831,CAST,33,Exosomes/Membrane vesicles,P20810
866,SERPINA6,25,Exosomes/Membrane vesicles,P08185
874,CBR3,61,Exosomes/Membrane vesicles,O75828
889,KRIT1,13,Exosomes/Membrane vesicles,O00522
954,ENTPD2,28,Exosomes/Membrane vesicles,Q9Y5L3
955,ENTPD6,1,Exosomes/Membrane vesicles,O75354
956,ENTPD3,12,Exosomes/Membrane vesicles,O75355
961,CD47,94,Exosomes/Membrane vesicles,Q08722
987,LRBA,48,Exosomes/Membrane vesicles,P50851
999,CDH1,60,Exosomes/Membrane vesicles,P12830
1014,CDH16,4,Exosomes/Membrane vesicles,O75309
1020,CDK5,52,Exosomes/Membrane vesicles,Q00535
1021,CDK6,26,Exosomes/Membrane vesicles,Q00534
1056,CEL,11,Exosomes/Membrane vesicles,P19835
1073,CFL2,81,Exosomes/Membrane vesicles,Q9Y281
1087,CEACAM7,19,Exosomes/Membrane vesicles,Q14002
1116,CHI3L1,14,Exosomes/Membrane vesicles,P36222
1120,CHKB,2,Exosomes/Membrane vesicles,Q9Y259
1155,TBCB,51,Exosomes/Membrane vesicles,Q99426
1184,CLCN5,23,Exosomes/Membrane vesicles,P51795
1186,CLCN7,30,Exosomes/Membrane vesicles,P51798
1203,CLN5,4,Exosomes/Membrane vesicles,O75503
1244,ABCC2,33,Exosomes/Membrane vesicles,Q92887
1265,CNN2,65,Exosomes/Membrane vesicles,Q99439
1266,CNN3,44,Exosomes/Membrane vesicles,Q15417
1271,CNTFR,11,Exosomes/Membrane vesicles,P26992
1272,CNTN1,39,Exosomes/Membrane vesicles,Q12860
1278,COL1A2,41,Exosomes/Membrane vesicles,P08123
1284,COL4A2,56,Exosomes/Membrane vesicles,P08572
1288,COL4A6,19,Exosomes/Membrane vesicles,Q14031
1294,COL7A1,40,Exosomes/Membrane vesicles,Q02388
1303,COL12A1,74,Exosomes/Membrane vesicles,Q99715
1317,SLC31A1,25,Exosomes/Membrane vesicles,O15431
1327,COX4I1,46,Exosomes/Membrane vesicles,P13073
1362,CPD,48,Exosomes/Membrane vesicles,O75976
1363,CPE,28,Exosomes/Membrane vesicles,P16870
1365,CLDN3,72,Exosomes/Membrane vesicles,O15551
1368,CPM,67,Exosomes/Membrane vesicles,P14384
1369,CPN1,9,Exosomes/Membrane vesicles,P15169
1376,CPT2,30,Exosomes/Membrane vesicles,P23786
1399,CRKL,47,Exosomes/Membrane vesicles,P46109
1409,CRYAA,3,Exosomes/Membrane vesicles,P02489
1415,CRYBB2,2,Exosomes/Membrane vesicles,P43320
1432,MAPK14,28,Exosomes/Membrane vesicles,Q16539
1452,CSNK1A1,59,Exosomes/Membrane vesicles,P48729
1453,CSNK1D,4,Exosomes/Membrane vesicles,P48730
1454,CSNK1E,2,Exosomes/Membrane vesicles,P49674
1455,CSNK1G2,32,Exosomes/Membrane vesicles,P78368
1462,VCAN,65,Exosomes/Membrane vesicles,P13611
1464,CSPG4,62,Exosomes/Membrane vesicles,Q6UVK1
1475,CSTA,41,Exosomes/Membrane vesicles,P01040
1500,CTNND1,104,Exosomes/Membrane vesicles,O60716
1503,CTPS1,71,Exosomes/Membrane vesicles,P17812
1508,CTSB,53,Exosomes/Membrane vesicles,P07858
1512,CTSH,37,Exosomes/Membrane vesicles,P09668
1528,CYB5A,50,Exosomes/Membrane vesicles,P00167
1537,CYC1,23,Exosomes/Membrane vesicles,P08574
1543,CYP1A1,1,Exosomes/Membrane vesicles,P04798
1579,CYP4A11,2,Exosomes/Membrane vesicles,Q02928
1605,DAG1,47,Exosomes/Membrane vesicles,Q14118
1622,DBI,57,Exosomes/Membrane vesicles,P07108
1632,ECI1,43,Exosomes/Membrane vesicles,P42126
1634,DCN,29,Exosomes/Membrane vesicles,P07585
1645,AKR1C1,43,Exosomes/Membrane vesicles,Q04828
1646,AKR1C2,29,Exosomes/Membrane vesicles,P52895
1656,DDX6,52,Exosomes/Membrane vesicles,P26196
1657,DMXL1,7,Exosomes/Membrane vesicles,Q9Y485
1663,DDX11,2,Exosomes/Membrane vesicles,Q96FC9
1667,DEFA1,30,Exosomes/Membrane vesicles,P59665
1676,DFFA,21,Exosomes/Membrane vesicles,O00273
1728,NQO1,73,Exosomes/Membrane vesicles,P15559
1738,DLD,55,Exosomes/Membrane vesicles,P09622
1743,DLST,60,Exosomes/Membrane vesicles,P36957
1759,DNM1,44,Exosomes/Membrane vesicles,Q05193
1773,DNASE1,9,Exosomes/Membrane vesicles,P24855
1783,DYNC1LI2,39,Exosomes/Membrane vesicles,O43237
1793,DOCK1,37,Exosomes/Membrane vesicles,Q14185
1804,DPP6,2,Exosomes/Membrane vesicles,P42658
1819,DRG2,26,Exosomes/Membrane vesicles,P55039
1825,DSC3,28,Exosomes/Membrane vesicles,Q14574
1836,SLC26A2,21,Exosomes/Membrane vesicles,P50443
1845,DUSP3,43,Exosomes/Membrane vesicles,P51452
1852,DUSP9,2,Exosomes/Membrane vesicles,Q99956
1891,ECH1,62,Exosomes/Membrane vesicles,Q13011
1933,EEF1B2,82,Exosomes/Membrane vesicles,P24534
1939,EIF2D,2,Exosomes/Membrane vesicles,P41214
1952,CELSR2,24,Exosomes/Membrane vesicles,Q9HCU4
1962,EHHADH,25,Exosomes/Membrane vesicles,Q08426
1965,EIF2S1,100,Exosomes/Membrane vesicles,P05198
1967,EIF2B1,27,Exosomes/Membrane vesicles,Q14232
1969,EPHA2,83,Exosomes/Membrane vesicles,P29317
1974,EIF4A2,82,Exosomes/Membrane vesicles,Q14240
1975,EIF4B,32,Exosomes/Membrane vesicles,P23588
1981,EIF4G1,64,Exosomes/Membrane vesicles,Q04637
1982,EIF4G2,33,Exosomes/Membrane vesicles,P78344
1983,EIF5,51,Exosomes/Membrane vesicles,P55010
2011,MARK2,48,Exosomes/Membrane vesicles,Q7KZI7
2017,CTTN,56,Exosomes/Membrane vesicles,Q14247
2027,ENO3,83,Exosomes/Membrane vesicles,P13929
2041,EPHA1,8,Exosomes/Membrane vesicles,P21709
2049,EPHB3,49,Exosomes/Membrane vesicles,P54753
2050,EPHB4,61,Exosomes/Membrane vesicles,P54760
2051,EPHB6,21,Exosomes/Membrane vesicles,O15197
2054,STX2,36,Exosomes/Membrane vesicles,P32856
2064,ERBB2,47,Exosomes/Membrane vesicles,P04626
2107,ETF1,66,Exosomes/Membrane vesicles,P62495
2109,ETFB,43,Exosomes/Membrane vesicles,P38117
2121,EVC,2,Exosomes/Membrane vesicles,P57679
2131,EXT1,30,Exosomes/Membrane vesicles,Q16394
2132,EXT2,11,Exosomes/Membrane vesicles,Q93063
2135,EXTL2,9,Exosomes/Membrane vesicles,Q9UBQ6
2152,F3,64,Exosomes/Membrane vesicles,P13726
2161,F12,8,Exosomes/Membrane vesicles,P00748
2180,ACSL1,30,Exosomes/Membrane vesicles,P33121
2181,ACSL3,65,Exosomes/Membrane vesicles,O95573
2196,FAT2,34,Exosomes/Membrane vesicles,Q9NYQ8
2214,FCGR3A,4,Exosomes/Membrane vesicles,P08637
2224,FDPS,75,Exosomes/Membrane vesicles,P14324
2239,GPC4,46,Exosomes/Membrane vesicles,O75487
2241,FER,3,Exosomes/Membrane vesicles,P16591
2261,FGFR3,4,Exosomes/Membrane vesicles,P22607
2263,FGFR2,4,Exosomes/Membrane vesicles,P21802
2271,FH,76,Exosomes/Membrane vesicles,P07954
2274,FHL2,28,Exosomes/Membrane vesicles,Q14192
2280,FKBP1A,73,Exosomes/Membrane vesicles,P62942
2312,FLG,17,Exosomes/Membrane vesicles,P20930
2331,FMOD,11,Exosomes/Membrane vesicles,Q06828
2339,FNTA,41,Exosomes/Membrane vesicles,P49354
2346,FOLH1,31,Exosomes/Membrane vesicles,Q04609
2348,FOLR1,43,Exosomes/Membrane vesicles,P15328
2475,MTOR,72,Exosomes/Membrane vesicles,P42345
2519,FUCA2,32,Exosomes/Membrane vesicles,Q9BTY2
2528,FUT6,6,Exosomes/Membrane vesicles,P51993
2534,FYN,63,Exosomes/Membrane vesicles,P06241
2580,GAK,42,Exosomes/Membrane vesicles,O14976
2581,GALC,6,Exosomes/Membrane vesicles,P54803
2582,GALE,43,Exosomes/Membrane vesicles,Q14376
2585,GALK2,26,Exosomes/Membrane vesicles,Q01415
2588,GALNS,21,Exosomes/Membrane vesicles,P34059
2589,GALNT1,22,Exosomes/Membrane vesicles,Q10472
2590,GALNT2,46,Exosomes/Membrane vesicles,Q10471
2591,GALNT3,20,Exosomes/Membrane vesicles,Q14435
2592,GALT,1,Exosomes/Membrane vesicles,P07902
2593,GAMT,19,Exosomes/Membrane vesicles,Q14353
2621,GAS6,30,Exosomes/Membrane vesicles,Q14393
2628,GATM,9,Exosomes/Membrane vesicles,P50440
2629,GBA,49,Exosomes/Membrane vesicles,P04062
2633,GBP1,24,Exosomes/Membrane vesicles,P32455
2673,GFPT1,91,Exosomes/Membrane vesicles,Q06210
2678,GGT1,74,Exosomes/Membrane vesicles,P19440
2697,GJA1,45,Exosomes/Membrane vesicles,P17302
2710,GK,7,Exosomes/Membrane vesicles,P32189
2717,GLA,35,Exosomes/Membrane vesicles,P06280
2719,GPC3,3,Exosomes/Membrane vesicles,P51654
2762,GMDS,58,Exosomes/Membrane vesicles,O60547
2769,GNA15,28,Exosomes/Membrane vesicles,P30679
2775,GNAO1,45,Exosomes/Membrane vesicles,P09471
2781,GNAZ,30,Exosomes/Membrane vesicles,P19086
2790,GNG10,23,Exosomes/Membrane vesicles,P50151
2794,GNL1,38,Exosomes/Membrane vesicles,P36915
2799,GNS,47,Exosomes/Membrane vesicles,P15586
2813,GP2,35,Exosomes/Membrane vesicles,P55259
2814,GP5,13,Exosomes/Membrane vesicles,P40197
2870,GRK6,28,Exosomes/Membrane vesicles,P43250
2873,GPS1,52,Exosomes/Membrane vesicles,Q13098
2876,GPX1,64,Exosomes/Membrane vesicles,P07203
2878,GPX3,47,Exosomes/Membrane vesicles,P22352
2886,GRB7,32,Exosomes/Membrane vesicles,Q14451
2888,GRB14,4,Exosomes/Membrane vesicles,Q14449
2909,ARHGAP35,8,Exosomes/Membrane vesicles,Q9NRY4
2931,GSK3A,24,Exosomes/Membrane vesicles,P49840
2932,GSK3B,36,Exosomes/Membrane vesicles,P49841
2935,GSPT1,38,Exosomes/Membrane vesicles,P15170
2939,GSTA2,27,Exosomes/Membrane vesicles,P09210
2948,GSTM4,28,Exosomes/Membrane vesicles,Q03013
2952,GSTT1,36,Exosomes/Membrane vesicles,P30711
2953,GSTT2,4,Exosomes/Membrane vesicles,P0CG29
2992,GYG1,32,Exosomes/Membrane vesicles,P46976
2997,GYS1,58,Exosomes/Membrane vesicles,P13807
3028,HSD17B10,54,Exosomes/Membrane vesicles,Q99714
3032,HADHB,53,Exosomes/Membrane vesicles,P55084
3033,HADH,48,Exosomes/Membrane vesicles,Q16836
3034,HAL,4,Exosomes/Membrane vesicles,P42357
3042,HBM,2,Exosomes/Membrane vesicles,Q6B0K9
3073,HEXA,44,Exosomes/Membrane vesicles,P06865
3074,HEXB,91,Exosomes/Membrane vesicles,P07686
3093,UBE2K,46,Exosomes/Membrane vesicles,P61086
3098,HK1,65,Exosomes/Membrane vesicles,P19367
3099,HK2,32,Exosomes/Membrane vesicles,P52789
3101,HK3,12,Exosomes/Membrane vesicles,P52790
3109,HLA-DMB,11,Exosomes/Membrane vesicles,P28068
3146,HMGB1,51,Exosomes/Membrane vesicles,P09429
3157,HMGCS1,40,Exosomes/Membrane vesicles,Q01581
3158,HMGCS2,7,Exosomes/Membrane vesicles,P54868
3162,HMOX1,26,Exosomes/Membrane vesicles,P09601
3163,HMOX2,35,Exosomes/Membrane vesicles,P30519
3188,HNRNPH2,36,Exosomes/Membrane vesicles,P55795
3189,HNRNPH3,58,Exosomes/Membrane vesicles,P31942
3241,HPCAL1,43,Exosomes/Membrane vesicles,P37235
3249,HPN,7,Exosomes/Membrane vesicles,P05981
3265,HRAS,85,Exosomes/Membrane vesicles,P01112
3268,AGFG2,3,Exosomes/Membrane vesicles,O95081
3291,HSD11B2,1,Exosomes/Membrane vesicles,P80365
3305,HSPA1L,108,Exosomes/Membrane vesicles,P34931
3340,NDST1,2,Exosomes/Membrane vesicles,P52848
3373,HYAL1,23,Exosomes/Membrane vesicles,Q12794
3416,IDE,50,Exosomes/Membrane vesicles,P14735
3422,IDI1,54,Exosomes/Membrane vesicles,Q13907
3425,IDUA,10,Exosomes/Membrane vesicles,P35475
3485,IGFBP2,41,Exosomes/Membrane vesicles,P18065
3490,IGFBP7,44,Exosomes/Membrane vesicles,Q16270
3606,IL18,24,Exosomes/Membrane vesicles,Q14116
3608,ILF2,85,Exosomes/Membrane vesicles,Q12905
3609,ILF3,54,Exosomes/Membrane vesicles,Q12906
3613,IMPA2,25,Exosomes/Membrane vesicles,O14732
3615,IMPDH2,113,Exosomes/Membrane vesicles,P12268
3628,INPP1,25,Exosomes/Membrane vesicles,P49441
3631,INPP4A,3,Exosomes/Membrane vesicles,Q96PE3
3632,INPP5A,22,Exosomes/Membrane vesicles,Q14642
3643,INSR,48,Exosomes/Membrane vesicles,P06213
3646,EIF3E,85,Exosomes/Membrane vesicles,P60228
3671,ISLR,6,Exosomes/Membrane vesicles,O14498
3698,ITIH2,127,Exosomes/Membrane vesicles,P19823
3704,ITPA,39,Exosomes/Membrane vesicles,Q9BY32
3709,ITPR2,24,Exosomes/Membrane vesicles,Q14571
3713,IVL,11,Exosomes/Membrane vesicles,P07476
3758,KCNJ1,1,Exosomes/Membrane vesicles,P48048
3800,KIF5C,44,Exosomes/Membrane vesicles,O60282
3817,KLK2,7,Exosomes/Membrane vesicles,P20151
3836,KPNA1,37,Exosomes/Membrane vesicles,P52294
3839,KPNA3,38,Exosomes/Membrane vesicles,O00505
3840,KPNA4,46,Exosomes/Membrane vesicles,O00629
3842,TNPO1,83,Exosomes/Membrane vesicles,Q92973
3850,KRT3,57,Exosomes/Membrane vesicles,P12035
3875,KRT18,69,Exosomes/Membrane vesicles,P05783
3881,KRT31,23,Exosomes/Membrane vesicles,Q15323
3903,LAIR1,28,Exosomes/Membrane vesicles,Q6GTX8
3908,LAMA2,38,Exosomes/Membrane vesicles,P24043
3912,LAMB1,95,Exosomes/Membrane vesicles,P07942
3921,RPSA,155,Exosomes/Membrane vesicles,P08865
3927,LASP1,79,Exosomes/Membrane vesicles,Q14847
3931,LCAT,26,Exosomes/Membrane vesicles,P04180
3960,LGALS4,35,Exosomes/Membrane vesicles,P56470
3963,LGALS7,46,Exosomes/Membrane vesicles,P47929
3964,LGALS8,34,Exosomes/Membrane vesicles,O00214
3987,LIMS1,57,Exosomes/Membrane vesicles,P48059
3993,LLGL2,43,Exosomes/Membrane vesicles,Q6P1M3
4000,LMNA,95,Exosomes/Membrane vesicles,P02545
4008,LMO7,36,Exosomes/Membrane vesicles,Q8WWI1
4013,VWA5A,8,Exosomes/Membrane vesicles,O00534
4023,LPL,37,Exosomes/Membrane vesicles,P06858
4026,LPP,24,Exosomes/Membrane vesicles,Q93052
4047,LSS,48,Exosomes/Membrane vesicles,P48449
4053,LTBP2,27,Exosomes/Membrane vesicles,Q14767
4070,TACSTD2,81,Exosomes/Membrane vesicles,P09758
4086,SMAD1,14,Exosomes/Membrane vesicles,Q15797
4087,SMAD2,11,Exosomes/Membrane vesicles,Q15796
4123,MAN2C1,6,Exosomes/Membrane vesicles,Q9NTJ4
4126,MANBA,21,Exosomes/Membrane vesicles,O00462
4137,MAPT,3,Exosomes/Membrane vesicles,P10636
4144,MAT2A,76,Exosomes/Membrane vesicles,P31153
4155,MBP,16,Exosomes/Membrane vesicles,P02686
4179,CD46,66,Exosomes/Membrane vesicles,P15529
4199,ME1,45,Exosomes/Membrane vesicles,P48163
4239,MFAP4,18,Exosomes/Membrane vesicles,P55083
4245,MGAT1,33,Exosomes/Membrane vesicles,P26572
4249,MGAT5,31,Exosomes/Membrane vesicles,Q09328
4255,MGMT,27,Exosomes/Membrane vesicles,P16455
4288,MKI67,28,Exosomes/Membrane vesicles,P46013
4302,MLLT6,8,Exosomes/Membrane vesicles,P55198
4318,MMP9,20,Exosomes/Membrane vesicles,P14780
4329,ALDH6A1,4,Exosomes/Membrane vesicles,Q02252
4345,CD200,5,Exosomes/Membrane vesicles,P41217
4351,MPI,26,Exosomes/Membrane vesicles,P34949
4521,NUDT1,16,Exosomes/Membrane vesicles,P36639
4534,MTM1,31,Exosomes/Membrane vesicles,Q13496
4548,MTR,19,Exosomes/Membrane vesicles,Q99707
4585,MUC4,48,Exosomes/Membrane vesicles,Q99102
4588,MUC6,12,Exosomes/Membrane vesicles,Q6W4X9
4598,MVK,26,Exosomes/Membrane vesicles,Q03426
4644,MYO5A,36,Exosomes/Membrane vesicles,Q9Y4I1
4648,MYO7B,7,Exosomes/Membrane vesicles,Q6PIF6
4649,MYO9A,4,Exosomes/Membrane vesicles,B2RTY4
4666,NACA,74,Exosomes/Membrane vesicles,E9PAV3
4668,NAGA,34,Exosomes/Membrane vesicles,P17050
4673,NAP1L1,107,Exosomes/Membrane vesicles,P55209
4676,NAP1L4,76,Exosomes/Membrane vesicles,Q99733
4680,CEACAM6,34,Exosomes/Membrane vesicles,P40199
4688,NCF2,13,Exosomes/Membrane vesicles,P19878
4689,NCF4,7,Exosomes/Membrane vesicles,Q15080
4691,NCL,119,Exosomes/Membrane vesicles,P19338
4719,NDUFS1,29,Exosomes/Membrane vesicles,P28331
4722,NDUFS3,36,Exosomes/Membrane vesicles,O75489
4733,DRG1,55,Exosomes/Membrane vesicles,Q9Y295
4734,NEDD4,56,Exosomes/Membrane vesicles,P46934
4736,RPL10A,109,Exosomes/Membrane vesicles,P62906
4738,NEDD8,35,Exosomes/Membrane vesicles,Q15843
4744,NEFH,13,Exosomes/Membrane vesicles,P12036
4756,NEO1,23,Exosomes/Membrane vesicles,Q92859
4758,NEU1,32,Exosomes/Membrane vesicles,Q99519
4763,NF1,42,Exosomes/Membrane vesicles,P21359
4771,NF2,40,Exosomes/Membrane vesicles,P35240
4814,NINJ1,20,Exosomes/Membrane vesicles,Q92982
4817,NIT1,26,Exosomes/Membrane vesicles,Q86X76
4836,NMT1,60,Exosomes/Membrane vesicles,P30419
4841,NONO,56,Exosomes/Membrane vesicles,Q15233
4853,NOTCH2,70,Exosomes/Membrane vesicles,Q04721
4881,NPR1,37,Exosomes/Membrane vesicles,P16066
4883,NPR3,18,Exosomes/Membrane vesicles,P17342
4891,SLC11A2,22,Exosomes/Membrane vesicles,P49281
4924,NUCB1,55,Exosomes/Membrane vesicles,Q02818
4926,NUMA1,50,Exosomes/Membrane vesicles,Q14980
4973,OLR1,16,Exosomes/Membrane vesicles,P78380
5007,OSBP,42,Exosomes/Membrane vesicles,P22059
5019,OXCT1,38,Exosomes/Membrane vesicles,P55809
5053,PAH,23,Exosomes/Membrane vesicles,P00439
5058,PAK1,25,Exosomes/Membrane vesicles,Q13153
5062,PAK2,42,Exosomes/Membrane vesicles,Q13177
5064,PALM,31,Exosomes/Membrane vesicles,O75781
5066,PAM,18,Exosomes/Membrane vesicles,P19021
5073,PARN,9,Exosomes/Membrane vesicles,O95453
5091,PC,30,Exosomes/Membrane vesicles,P11498
5094,PCBP2,99,Exosomes/Membrane vesicles,Q15366
5098,PCDHGC3,26,Exosomes/Membrane vesicles,Q9UN70
5127,CDK16,7,Exosomes/Membrane vesicles,Q00536
5129,CDK18,13,Exosomes/Membrane vesicles,Q07002
5152,PDE9A,2,Exosomes/Membrane vesicles,O76083
5167,ENPP1,39,Exosomes/Membrane vesicles,P22413
5168,ENPP2,2,Exosomes/Membrane vesicles,Q13822
5170,PDPK1,4,Exosomes/Membrane vesicles,O15530
5198,PFAS,73,Exosomes/Membrane vesicles,O15067
5205,ATP8B1,38,Exosomes/Membrane vesicles,O43520
5208,PFKFB2,24,Exosomes/Membrane vesicles,O60825
5213,PFKM,58,Exosomes/Membrane vesicles,P08237
5218,CDK14,3,Exosomes/Membrane vesicles,O94921
5224,PGAM2,35,Exosomes/Membrane vesicles,P15259
5225,PGC,4,Exosomes/Membrane vesicles,P20142
5238,PGM3,45,Exosomes/Membrane vesicles,O95394
5239,PGM5,5,Exosomes/Membrane vesicles,Q15124
5244,ABCB4,13,Exosomes/Membrane vesicles,P21439
5245,PHB,79,Exosomes/Membrane vesicles,P35232
5257,PHKB,26,Exosomes/Membrane vesicles,Q93100
5268,SERPINB5,35,Exosomes/Membrane vesicles,P36952
5270,SERPINE2,73,Exosomes/Membrane vesicles,P07093
5274,SERPINI1,4,Exosomes/Membrane vesicles,Q99574
5288,PIK3C2G,2,Exosomes/Membrane vesicles,O75747
5289,PIK3C3,4,Exosomes/Membrane vesicles,Q8NEB9
5290,PIK3CA,2,Exosomes/Membrane vesicles,P42336
5291,PIK3CB,5,Exosomes/Membrane vesicles,P42338
5296,PIK3R2,19,Exosomes/Membrane vesicles,O00459
5298,PI4KB,5,Exosomes/Membrane vesicles,Q9UBF8
5300,PIN1,37,Exosomes/Membrane vesicles,Q13526
5327,PLAT,39,Exosomes/Membrane vesicles,P00750
5328,PLAU,55,Exosomes/Membrane vesicles,P00749
5331,PLCB3,75,Exosomes/Membrane vesicles,Q01970
5334,PLCL1,28,Exosomes/Membrane vesicles,Q15111
5337,PLD1,36,Exosomes/Membrane vesicles,Q13393
5345,SERPINF2,28,Exosomes/Membrane vesicles,P08697
5352,PLOD2,60,Exosomes/Membrane vesicles,O00469
5364,PLXNB1,33,Exosomes/Membrane vesicles,O43157
5447,POR,44,Exosomes/Membrane vesicles,P16435
5464,PPA1,88,Exosomes/Membrane vesicles,Q15181
5480,PPIC,28,Exosomes/Membrane vesicles,P45877
5494,PPM1A,9,Exosomes/Membrane vesicles,P35813
5495,PPM1B,21,Exosomes/Membrane vesicles,O75688
5499,PPP1CA,121,Exosomes/Membrane vesicles,P62136
5500,PPP1CB,87,Exosomes/Membrane vesicles,P62140
5519,PPP2R1B,47,Exosomes/Membrane vesicles,P30154
5520,PPP2R2A,64,Exosomes/Membrane vesicles,P63151
5525,PPP2R5A,25,Exosomes/Membrane vesicles,Q15172
5530,PPP3CA,64,Exosomes/Membrane vesicles,Q08209
5538,PPT1,25,Exosomes/Membrane vesicles,P50897
5550,PREP,59,Exosomes/Membrane vesicles,P48147
5553,PRG2,25,Exosomes/Membrane vesicles,P13727
5562,PRKAA1,49,Exosomes/Membrane vesicles,Q13131
5563,PRKAA2,7,Exosomes/Membrane vesicles,P54646
5564,PRKAB1,11,Exosomes/Membrane vesicles,Q9Y478
5567,PRKACB,49,Exosomes/Membrane vesicles,P22694
5571,PRKAG1,41,Exosomes/Membrane vesicles,P54619
5577,PRKAR2B,46,Exosomes/Membrane vesicles,P31323
5581,PRKCE,2,Exosomes/Membrane vesicles,Q02156
5585,PKN1,46,Exosomes/Membrane vesicles,Q16512
5586,PKN2,36,Exosomes/Membrane vesicles,Q16513
5588,PRKCQ,3,Exosomes/Membrane vesicles,Q04759
5593,PRKG2,5,Exosomes/Membrane vesicles,Q13237
5595,MAPK3,38,Exosomes/Membrane vesicles,P27361
5601,MAPK9,7,Exosomes/Membrane vesicles,P45984
5603,MAPK13,38,Exosomes/Membrane vesicles,O15264
5604,MAP2K1,44,Exosomes/Membrane vesicles,Q02750
5605,MAP2K2,38,Exosomes/Membrane vesicles,P36507
5606,MAP2K3,28,Exosomes/Membrane vesicles,P46734
5611,DNAJC3,41,Exosomes/Membrane vesicles,Q13217
5634,PRPS2,46,Exosomes/Membrane vesicles,P11908
5635,PRPSAP1,43,Exosomes/Membrane vesicles,Q14558
5636,PRPSAP2,42,Exosomes/Membrane vesicles,O60256
5655,KLK10,18,Exosomes/Membrane vesicles,O43240
5663,PSEN1,57,Exosomes/Membrane vesicles,P49768
5681,PSKH1,1,Exosomes/Membrane vesicles,P11801
5696,PSMB8,79,Exosomes/Membrane vesicles,P28062
5700,PSMC1,86,Exosomes/Membrane vesicles,P62191
5704,PSMC4,98,Exosomes/Membrane vesicles,P43686
5714,PSMD8,60,Exosomes/Membrane vesicles,P48556
5716,PSMD10,36,Exosomes/Membrane vesicles,O75832
5717,PSMD11,121,Exosomes/Membrane vesicles,O00231
5719,PSMD13,114,Exosomes/Membrane vesicles,Q9UNM6
5734,PTGER4,4,Exosomes/Membrane vesicles,P35408
5745,PTH1R,2,Exosomes/Membrane vesicles,Q03431
5756,TWF1,58,Exosomes/Membrane vesicles,Q12792
5768,QSOX1,98,Exosomes/Membrane vesicles,O00391
5781,PTPN11,44,Exosomes/Membrane vesicles,Q06124
5784,PTPN14,18,Exosomes/Membrane vesicles,Q15678
5789,PTPRD,30,Exosomes/Membrane vesicles,P23468
5792,PTPRF,76,Exosomes/Membrane vesicles,P10586
5793,PTPRG,49,Exosomes/Membrane vesicles,P23470
5796,PTPRK,42,Exosomes/Membrane vesicles,Q15262
5802,PTPRS,35,Exosomes/Membrane vesicles,Q13332
5817,PVR,52,Exosomes/Membrane vesicles,P15151
5826,ABCD4,1,Exosomes/Membrane vesicles,O14678
5829,PXN,31,Exosomes/Membrane vesicles,P49023
5833,PCYT2,38,Exosomes/Membrane vesicles,Q99447
5836,PYGL,100,Exosomes/Membrane vesicles,P06737
5875,RABGGTA,10,Exosomes/Membrane vesicles,Q92696
5887,RAD23B,86,Exosomes/Membrane vesicles,P54727
5903,RANBP2,28,Exosomes/Membrane vesicles,P49792
